"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Valor LOA";"Valor Atualizado";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"54000 - Ministério do Turismo";"54901 - Fundo Geral de Turismo";"187002 - FUNDO GERAL DE TURISMO-FUNGETUR";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"187.749.376,00";"187.749.376,00";
"2022";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"154054 - FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"1.879.073,00";"1.879.073,00";
"2022";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"154419 - FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"0,00";
"2022";"54000 - Ministério do Turismo";"34902 - Fundo Nacional de Cultura";"540030 - FUNDO NACIONAL DA CULTURA - FNC";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19221023 - RESTIT.NAO APLIC.INC.FISC.L.AUDIOVIS.-DIV.AT.";"0,00";"0,00";
"2022";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE ORC.E FINANCAS/MS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"112.830,00";"112.830,00";
"2022";"26000 - Ministério da Educação";"26423 - Instituto Federal de Sergipe";"158134 - INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"0,00";
"2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057 - BANCO CENTRAL DO BRASIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";"19310501 - REC.POR FORCA DEC.JUD.E DE TRIB.ADM.-PRINC.";"0,00";"0,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110611 - MULTAS ADMINIST.POR DANOS AMBIENTAIS-PRINC.";"92.155.306,00";"92.155.306,00";
"2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"333001 - COORD.GERAL DE ORC. FIN. E CONTABILIDADE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19111001 - MUL.PREV.LEG.S/REG.PREV.PRIV.COMPLEM.-PRINC.";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"168002 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/GESTOR";"7 - Receitas Correntes - intra-orçamentárias";"75 - Receita Industrial";"751 - RECEITA INDUSTRIAL-INTRA";"75110101 - RECEITA INDUSTRIAL-PRINCIPAL-INTRA";"22.355.512,00";"22.355.512,00";
"2022";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"153034 - UNIVERSIDADE FEDERAL RURAL DA AMAZONIA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"83.735,00";"83.735,00";
"2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"158127 - INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19219901 - OUTRAS INDENIZACOES-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"154046 - UNIVERSIDADE FEDERAL DE OURO PRETO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"39250 - Agência Nacional de Transportes Terrestres";"393001 - AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110801 - MULTAS DECORRENTES DE SENTENCAS JUD.-PRINC.";"0,00";"0,00";
"2022";"54000 - Ministério do Turismo";"34902 - Fundo Nacional de Cultura";"540030 - FUNDO NACIONAL DA CULTURA - FNC";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"139 - Demais receitas patrimoniais";"13910111 - PART.UNIAO EM RECEITA LOTERIA FEDERAL-PRINC.";"3.897.290,00";"3.897.290,00";
"2022";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410421 - P.ESP.PETRO.PLAT-COM.ANT.3/12/12-P.SAL-PRINC.";"19.899.623.973,00";"19.899.623.973,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210101 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-PRINC.";"8.203.945,00";"8.203.945,00";
"2022";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"590.952,00";"590.952,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19219901 - OUTRAS INDENIZACOES-PRINCIPAL";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210103 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-DIV.AT";"15.325.652,00";"15.325.652,00";
"2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"158009 - INST. FED. DO PARANA/ REITORIA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"22.481,00";"22.481,00";
"2022";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE ORC.E FINANCAS/MS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410441 - P.ESP.PETRO.PLAT-COM.A PARTIR 3/12/12-PRINC.";"94.525.623,00";"94.525.623,00";
"2022";"40000 - Ministério do Trabalho";"38901 - Fundo de Amparo ao Trabalhador";"380910 - COORD-GERAL DE ORCAMENTO, FIN. E CONT.- CGOFC";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12124903 - CONTRIBUICAO PIS/PASEP-PARCELAMENTOS-DIV.AT.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"154048 - FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"3.675.774,00";"3.675.774,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12110205 - COFINS S/FATURAMENTO-OPT.SIMP.NAC-MULTAS";"307.471,00";"307.471,00";
"2022";"40000 - Ministério do Trabalho";"40000 - Ministério do Trabalho - Unidades com vínculo direto";"400042 - COORD-GERAL DE ORC., FIN.-CGOF(MTP)";"1 - Receitas Correntes";"17 - Transferências Correntes";"171 - Transferências da União e de suas Entidades";"17179901 - OUTRAS TRANSF.CONV.UNIAO E SUAS ENTID.-PRINC.";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"39252 - Departamento Nacional de Infraestrutura de Transportes";"393003 - DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";
"2022";"30000 - Ministério da Justiça e Segurança Pública";"30912 - Fundo Nacional Antidrogas";"200246 - FUNDO NACIONAL ANTIDROGAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";"19310211 - ALIEN.DE BENS E MERCADORIAS APREENDIDOS-PRINC";"37.785.747,00";"37.785.747,00";
"2022";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"1 - Receitas Correntes";"16 - Receita de Serviços ";"169 - Outros serviços";"16999902 - OUTROS SERVICOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"200333 - DEPEN - DIRETORIA EXECUTIVA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110801 - MULTAS DECORRENTES DE SENTENCAS JUD.-PRINC.";"17.919.165,00";"17.919.165,00";
"2022";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"7 - Receitas Correntes - intra-orçamentárias";"79 - Outras Receitas Correntes";"792 - Indenizações e restituições";"79229901 - OUTRAS RESTITUICOES-PRINCIPAL-INTRA";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"275068 - CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"158517 - UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"2 - Receitas de Capital";"24 - Transferências de Capital";"242 - Transferências dos Estados e do Distrito Federal e de suas Entidades";"24220101 - TRANSF.CONV.EST/DF/ENT.PARA UNIAO-PRINC.";"145.500,00";"145.500,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12150141 - CONTRIB.SENT.JUD.-SERV.CIVIL ATIVO-PRINC.";"184.675.820,00";"184.675.820,00";
"2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"153038 - UNIVERSIDADE FEDERAL DA BAHIA";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL";"322.403.869,00";"322.403.869,00";
"2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057 - BANCO CENTRAL DO BRASIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999923 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-DIV.AT.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"219.288,00";"219.288,00";
"2022";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"153036 - UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"187.219,00";"187.219,00";
"2022";"54000 - Ministério do Turismo";"34902 - Fundo Nacional de Cultura";"540030 - FUNDO NACIONAL DA CULTURA - FNC";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"7.608,00";"7.608,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239902 - OUTROS RESSARCIMENTOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"167086 - FUNDO DO EXERCITO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"15.810.120,00";"15.810.120,00";
"2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"158146 - INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"22.234,00";"22.234,00";
"2022";"54000 - Ministério do Turismo";"20403 - Fundação Casa de Rui Barbosa";"344001 - FUNDACAO CASA DE RUI BARBOSA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"158123 - INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"251.400,00";"251.400,00";
"2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210102 - TAXAS INSPECAO,CONTROLE E FISCALIZ.-MUL.JUR.";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"62201 - Agência Nacional de Aviação Civil";"113214 - AGENCIA NACIONAL DE AVIACAO CIVIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239902 - OUTROS RESSARCIMENTOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"44205 - Agência Nacional de Águas";"443003 - COORDENACAO DE ORCAMENTO E FINANCAS.";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13450321 - UTILIZ.REC.HIDRICOS-DEMAIS EMPRESAS-PRINC.";"205.584.978,00";"205.584.978,00";
"2022";"40000 - Ministério do Trabalho";"38901 - Fundo de Amparo ao Trabalhador";"380910 - COORD-GERAL DE ORCAMENTO, FIN. E CONT.- CGOFC";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12120105 - CONTRIB.PIS/PASEP-NAO OPT.SIMP.NAC-MULTAS";"440.501.851,00";"440.501.851,00";
"2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"158155 - INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"227.657,00";"227.657,00";
"2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"154502 - FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"0,00";"0,00";
"2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"254420 - FUNDACAO OSWALDO CRUZ";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22211 - Companhia Nacional de Abastecimento";"135100 - COMPANHIA NACIONAL DE ABASTECIMENTO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110102 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR";"1.116,00";"1.116,00";
"2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"158144 - INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"8.723,00";"8.723,00";
"2022";"52000 - Ministério da Defesa";"52133 - Fundo de Desenvolvimento do Ensino Profissional Marítimo";"873001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12190611 - CONTR.P/DESENV.ENSINO PROF.MARITIMO-PRINCIPAL";"121.747.811,00";"121.747.811,00";
"2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"158142 - INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"30.655,00";"30.655,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210302 - CONT.S/APOSTAS EM COMPETICOES HIPICAS-MUL.JUR";"57.806,00";"57.806,00";
"2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"84.628,00";"84.628,00";
"2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"153032 - UNIVERSIDADE FEDERAL DE LAVRAS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"51.690,00";"51.690,00";
"2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"4.893.229,00";"4.893.229,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"18.427,00";"18.427,00";
"2022";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"154054 - FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"373001 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-DOF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12190911 - ADICIONAL A CONTR.PREVIDENCIARIA RURAL-PRINC.";"206.076.591,00";"206.076.591,00";
"2022";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"153019 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"158141 - INST.FED.DE EDUC.,CIENC.E TEC.DO RS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"43.722,00";"43.722,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210231 - TX.FISC.INST-TFI-POSICOES.ORBITAIS/PRC";"163.602,00";"163.602,00";
"2022";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"7 - Receitas Correntes - intra-orçamentárias";"76 - Receita de Serviços ";"761 - Serviços Administrativos e Comerciais Gerais";"76110401 - SERV.DE INFORMACAO E TECNOLOGIA-PRINC.-INTRA";"2.100.000,00";"2.100.000,00";
"2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"168002 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/GESTOR";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"111.349,00";"111.349,00";
"2022";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"712 - Taxas ";"71210241 - TX.FISC.FUNC-TFF-POSICOES.ORBITAIS/PRC-INTRA";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"153015 - CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999923 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-DIV.AT.";"9.312,00";"9.312,00";
"2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"158147 - INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"0,00";
