"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Valor LOA";"Valor Atualizado";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"364999 - CNPQ - DIFERENCIA CAMBIAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229902 - OUTRAS RESTITUICOES-MULTAS E JUROS";"0,00";"0,00";
"2022";"40000 - Ministério do Trabalho";"40000 - Ministério do Trabalho - Unidades com vínculo direto";"400042 - COORD-GERAL DE ORC., FIN.-CGOF(MTP)";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"62.391.021,00";"62.391.021,00";
"2022";"26000 - Ministério da Educação";"26268 - Fundação Universidade Federal de Rondônia";"154055 - FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"39253 - Empresa de Planejamento e Logística S.A.";"395001 - EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"8.376,00";"8.376,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210601 - TAXA DE UTILIZACAO DO SISCOMEX-PRINCIPAL";"398.534.940,00";"398.534.940,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico";"240901 - FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13440201 - COMPENS.FINANC.EXPL.RECURSOS MINERAIS-PRINC.";"83.744.968,00";"83.744.968,00";
"2022";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"7 - Receitas Correntes - intra-orçamentárias";"76 - Receita de Serviços ";"761 - Serviços Administrativos e Comerciais Gerais";"76110101 - SERV.ADMIN.E COMERCIAIS GERAIS-PRINC.-INTRA";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110407 - DEPARTAMENTO DE PLANEJ, ORC E FINANCAS (MD)";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"2.529,00";"2.529,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210921 - CONTR.S/REC.BRT EMP.PREST.SERV.TELECOM-PRINC.";"159.705.102,00";"159.705.102,00";
"2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"264001 - FUNDACENTRO - FUND.JORGE DUPRAT/CTN/SEDE - SP";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"2.484.992,00";"2.484.992,00";
"2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"158151 - INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO";"1 - Receitas Correntes";"15 - Receita Industrial ";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"755.942,00";"755.942,00";
"2022";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC)";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410321 - ROY.EXC.PETRO.PLAT-CM.ANT.3/12/12-P.SAL-PRINC";"1.223.787.109,00";"1.223.787.109,00";
"2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"296.983,00";"296.983,00";
"2022";"54000 - Ministério do Turismo";"34902 - Fundo Nacional de Cultura";"540030 - FUNDO NACIONAL DA CULTURA - FNC";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12170111 - CONTRIBUICAO SOBRE A LOTERIA FEDERAL-PRINCIP.";"43.872.276,00";"43.872.276,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11120111 - ITR-MUNICIPIOS CONVENIADOS-PRINCIPAL";"2.120.409.670,00";"2.120.409.670,00";
"2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550002 - SETORIAL DE ORCAMENTO E FINANCAS/MC";"1 - Receitas Correntes";"17 - Transferências Correntes";"179 - DEMAIS TRANSFERENCIAS CORRENTES";"17920101 - TRANSF.PROVENIENTES DE DEP. NAO IDENT.-PRINC.";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130107 - IRPF-MULTAS DA DIVIDA ATIVA";"6.845.208,00";"6.845.208,00";
"2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"158123 - INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"154215 - FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"139.006,00";"139.006,00";
"2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057 - BANCO CENTRAL DO BRASIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"0,00";"0,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"364001 - CNPQ - ADMINISTRACAO CENTRAL";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"230.599,00";"230.599,00";
"2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"16.574,00";"16.574,00";
"2022";"26000 - Ministério da Educação";"26443 - Empresa Brasileira de Serviços Hospitalares";"155007 - EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"1.348.403,00";"1.348.403,00";
"2022";"40000 - Ministério do Trabalho";"37904 - Fundo do Regime Geral da Previdência Social";"513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12140112 - CONTR.PREV.EMPREGADOR-Ñ OPT.SIMP.NAC.-MUL.JUR";"0,00";"0,00";
"2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"510001 - COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410501 - PART.PROPR.TERRA-CONTRATO CONCESSAO-PRINC.";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"74917 - Fundo de Desenvolvimento da Amazônia";"533008 - FUNDO DE DESENVOLVIMENTO DA AMAZONIA";"2 - Receitas de Capital";"23 - Amortizações de Empréstimos ";"231 - AMORTIZACAO DE EMPRESTIMOS";"23110711 - AMORTIZACAO DE FINANCIAMENTOS EM GERAL-PRINC.";"221.865.738,00";"221.865.738,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"113209 - CNEN-ORCAMENTO E FINANCAS";"1 - Receitas Correntes";"15 - Receita Industrial ";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"95.265.348,00";"95.265.348,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140151 - IPI-OUTROS PRODUTOS-PRINCIPAL";"197.096.277,00";"197.096.277,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239904 - OUTROS RESSARCIMENTOS-DIVIDA ATIVA-MUL.JUR.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"158720 - UNIVERSIDADE FEDERAL DO SUL DA BAHIA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"29.064,00";"29.064,00";
"2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"153062 - UNIVERSIDADE FEDERAL DE MINAS GERAIS";"1 - Receitas Correntes";"15 - Receita Industrial ";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"158138 - IFPB - REITORIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"68201 - Agência Nacional de Transportes Aquaviários";"682010 - AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"9.806.774,00";"9.806.774,00";
"2022";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"240005 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-MRE";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"3.663.898,00";"3.663.898,00";
"2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160075 - D CONT - SETORIAL FINANCEIRA";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";
"2022";"40000 - Ministério do Trabalho";"37904 - Fundo do Regime Geral da Previdência Social";"513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12140121 - CONT.PREVID.EMPREGADOR-OPT.SIMP.NAC.-PRINC";"56.658.939.966,00";"56.658.939.966,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22202 - Empresa Brasileira de Pesquisa Agropecuária";"135037 - EMBRAPA-SETORIAL";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"37.751,00";"37.751,00";
"2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"153045 - UNIVERSIDADE FEDERAL DO CEARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"153163 - UNIVERSIDADE FEDERAL DE SANTA CATARINA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"23.086.672,00";"23.086.672,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210403 - CONDECINE-DIVIDA ATIVA";"293.205,00";"293.205,00";
"2022";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410211 - ROYALT.PROD.PETRO.EM TERRA-CONCESSAO-PRINC.";"736.719.524,00";"736.719.524,00";
"2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"366003 - HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"1.802.496,00";"1.802.496,00";
"2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"158135 - INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"81.103,00";"81.103,00";
"2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"154046 - UNIVERSIDADE FEDERAL DE OURO PRETO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"1.954,00";"1.954,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO";"2 - Receitas de Capital";"22 - Alienação de Bens";"222 - Alienação de bens imóveis";"22210101 - ALIENACAO DE BENS IMOVEIS EM GERAL-PRINC.";"1.320.794,00";"1.320.794,00";
"2022";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"253002 - AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210102 - TAXAS INSPECAO,CONTROLE E FISCALIZ.-MUL.JUR.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC)";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"134 - Exploração de recursos naturais";"13410241 - ROYAL.PETRO.PLAT.-COM.A PARTIR 3/12/12-PRINC.";"855.460.716,00";"855.460.716,00";
"2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"154041 - FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"2.496,00";"2.496,00";
"2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"158144 - INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"970.000,00";"970.000,00";
"2022";"41000 - Ministério das Comunicações";"41232 - Fundo de Universalização dos Serviços de Telecomunicações";"413047 - FUNDO DE UNIVERS.DOS SERV.TELECOMUNICACOES";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110501 - SERVS.TECNICOS.APROV.LAUDOS.TELCOM/PRC";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"158718 - UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"124.192,00";"124.192,00";
"2022";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"240005 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-MRE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210101 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-PRINC.";"118.925.217,00";"118.925.217,00";
"2022";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE ORC.E FINANCAS/MS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999923 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-DIV.AT.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"158717 - UNIVERSIDADE FEDERAL DO OESTE DA BAHIA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"35.489,00";"35.489,00";
"2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"158124 - IF GOIANO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"31.511,00";"31.511,00";
"2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"158142 - INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"3.020,00";"3.020,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22211 - Companhia Nacional de Abastecimento";"135100 - COMPANHIA NACIONAL DE ABASTECIMENTO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"194 - MULTAS E JUROS DE MORA DAS REC.DE CAPITAL";"19420106 - MUL.JUR.MORA ALIEN.BENS IMOV.EM GERAL-JUROS";"0,00";"0,00";
"2022";"39000 - Ministério da Infraestrutura";"62201 - Agência Nacional de Aviação Civil";"113214 - AGENCIA NACIONAL DE AVIACAO CIVIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999924 - OUTRAS REC.NAO RFB-PRIM.-DIV.AT-MUL.JUR.";"72.224,00";"72.224,00";
"2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"153163 - UNIVERSIDADE FEDERAL DE SANTA CATARINA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"815.401,00";"815.401,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130203 - IRPJ-LIQUIDA DE INCENTIVOS-DIVIDA ATIVA";"6.421.295,00";"6.421.295,00";
"2022";"26000 - Ministério da Educação";"26443 - Empresa Brasileira de Serviços Hospitalares";"155007 - EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"143.033,00";"143.033,00";
"2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"242160 - TELECOMUNICACOES BRASILEIRAS S/A";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"154042 - UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110103 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-DIV.AT.";"1.359.000,00";"1.359.000,00";
"2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"158099 - INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"2.551,00";"2.551,00";
"2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"153164 - UNIVERSIDADE FEDERAL DE SANTA MARIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"0,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22202 - Empresa Brasileira de Pesquisa Agropecuária";"135037 - EMBRAPA-SETORIAL";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";
"2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"403201 - FUNDACAO NACIONAL DE ARTES";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"443045 - SETORIAL ORCAMENTARIA E FINANCEIRA DO FNMA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110611 - MULTAS ADMINIST.POR DANOS AMBIENTAIS-PRINC.";"23.582.417,00";"23.582.417,00";
"2022";"26000 - Ministério da Educação";"26421 - Instituto Federal de Rondônia";"158148 - INST. FED. DE EDUC.,CIENC. E TEC. DE RONDONIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"6.542,00";"6.542,00";
"2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"158135 - INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"945.348,00";"945.348,00";
"2022";"20000 - Presidência da República";"20101 - Presidência da República";"110005 - SECRETARIA DE ADMINISTRACAO-SET.ORC.E FIN./PR";"1 - Receitas Correntes";"15 - Receita Industrial ";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"1.231.270.000,00";"1.231.270.000,00";
